sentence,gt,text,spans,count_ignore,same,distance
জাতিসংঘ প্রতি নতুন বছরের শুরুতে অর্থনীতির আরেকটি প্রাক্কলন প্রতিবেদন প্রকাশ করে।,জাতিসংঘ প্রতি নতুন বছরের শুরুতে অর্থনীতির আরেকটি প্রাক্কলন প্রতিবেদন প্রকাশ করে।,জাতিসংঘ প্রতি নতুন বছরের শুরুতে অর্থনীতির আরেকটি প্রাক্কলন প্রতিবেদন প্রকাশ করে।,[],0,True,0
"আমার এহানে চাইল আছে, ডাইল আছে।","আমার $এহানে$ $চাইল$ আছে, $ডাইল$ আছে।","আমার এহানে চাইল আছে, ডাইল আছে।","[5, 6, 7, 8, 9, 11, 12, 13, 14, 21, 22, 23, 24]",0,False,6
আমার বালের নিউস ।,আমার বালের $নিউস$$ $।,আমার বালের নিউস ।,"[11, 12, 13, 14, 15]",0,False,4
এটা স্কাইলাইন থেকে ধার করে আনা রঙের কাভার!,এটা স্কাইলাইন থেকে ধার করে আনা রঙের কাভার!,এটা স্কাইলাইন থেকে ধার করে আনা রঙের কাভার!,[],0,True,0
এসো আমরা যাই!,এসো আমরা যাই!,এসো আমরা যাই!,[],0,True,0
আর নিশ্চয় আল্লাহর নবী দাউদ আ. নিজ হাতের উপার্জন থেকেই খেতেন (বুখারী)।,আর নিশ্চয় আল্লাহর নবী দাউদ $আ.$ নিজ হাতের উপার্জন থেকেই খেতেন (বুখারী)।,আর নিশ্চয় আল্লাহর নবী দাউদ আ. নিজ হাতের উপার্জন থেকেই খেতেন (বুখারী)।,"[27, 28]",0,False,2
"হ্যাঁ, সে অনেকটা মাতাল ছিল।","হ্যাঁ, সে অনেকটা মাতাল ছিল।","হ্যাঁ, সে অনেকটা মাতাল ছিল।",[],0,True,0
"লিও পেইজকে তার বাসায় আনতে চাইল, কিন্তু বাধ সাধল তার বাবা মা।","লিও পেইজকে তার বাসায় আনতে চাইল, কিন্তু বাধ সাধল তার $বাবা মা$।","লিও পেইজকে তার বাসায় আনতে চাইল, কিন্তু বাধ সাধল তার বাবা মা।","[52, 53, 54, 55, 56, 57, 58]",0,False,2
"চাটুকার, দালালরা দুঃসময়ে কেটে পড়ে।","চাটুকার, দালালরা দুঃসময়ে কেটে পড়ে।","চাটুকার, দালালরা দুঃসময়ে কেটে পড়ে।",[],0,True,0
"আজকে যারা মুসলিম মরেছে ভাল হয়েছে বলে তালি বাজাচ্ছেন, একদিন তাদের নিজের আত্মীয়কেও একইভাবে মরতে দেখবে।","আজকে $যারা$ মুসলিম মরেছে ভাল হয়েছে বলে তালি বাজাচ্ছেন, একদিন তাদের নিজের আত্মীয়কেও একইভাবে মরতে দেখবে।","আজকে যারা মুসলিম মরেছে ভাল হয়েছে বলে তালি বাজাচ্ছেন, একদিন তাদের নিজের আত্মীয়কেও একইভাবে মরতে দেখবে।","[5, 6, 7, 8]",0,False,2
"বিশু, উকিল কল করেছিল।","বিশু, উকিল কল করেছিল।","বিশু, উকিল কল করেছিল।",[],0,True,0
দশ বছরের আমি বুঝে গেছি যে ছেলেরা মোটেও ভালো নয়; একটা দুটো নমুনা দেখে মনে মনে ছেলেদের বন্ধু হবো না ঠিক করে ফেলেছি।,দশ বছরের আমি বুঝে গেছি যে ছেলেরা মোটেও ভালো নয়; $একটা দুটো$ নমুনা দেখে মনে মনে ছেলেদের বন্ধু $হবো$ না ঠিক করে ফেলেছি।,দশ বছরের আমি বুঝে গেছি যে ছেলেরা মোটেও ভালো নয়; একটা দুটো নমুনা দেখে মনে মনে ছেলেদের বন্ধু হবো না ঠিক করে ফেলেছি।,"[48, 49, 50, 51, 52, 53, 54, 55, 56, 91, 92, 93]",0,False,4
দৌড়ে যাই ওসমানী মেডিকেল হাসপাতালে।,দৌড়ে যাই ওসমানী মেডিকেল হাসপাতালে।,দৌড়ে যাই ওসমানী মেডিকেল হাসপাতালে।,[],0,True,0
বিদ্যা ও ধর্মের পায়ের নীচে তলওয়ার রইল।,বিদ্যা ও ধর্মের পায়ের $নীচে$ $তলওয়ার$ রইল।,বিদ্যা ও ধর্মের পায়ের নীচে তলওয়ার রইল।,"[22, 23, 24, 25, 27, 28, 29, 30, 31, 32]",0,False,4
"সবজি , হালুয়া , ডাল , দই এসব প্রায় সব রেষ্টুরেন্টে পাবেন ।","সবজি$ $, হালুয়া$ $, ডাল$ $, দই এসব প্রায় সব $রেষ্টুরেন্টে$ পাবেন$ $।","সবজি , হালুয়া , ডাল , দই এসব প্রায় সব রেষ্টুরেন্টে পাবেন ।","[4, 13, 19, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 56]",0,False,10
মধুসূদন একটা গ্যাসের শিখা জ্বালিয়ে দিয়ে লম্বা কেদারায় ঠেসান দিয়ে বসে রইল।,মধুসূদন একটা গ্যাসের শিখা জ্বালিয়ে দিয়ে লম্বা কেদারায় $ঠেসান$ দিয়ে বসে রইল।,মধুসূদন একটা গ্যাসের শিখা জ্বালিয়ে দিয়ে লম্বা কেদারায় ঠেসান দিয়ে বসে রইল।,"[54, 55, 56, 57, 58]",0,False,2
"এটা আসলে সারি নদী, লালাখাল নামেই বেশী পরিচিত।","এটা আসলে সারি নদী, লালাখাল নামেই $বেশী$ পরিচিত।","এটা আসলে সারি নদী, লালাখাল নামেই বেশী পরিচিত।","[33, 34, 35, 36]",0,False,2
এদিকে ঈদের কেনাকাটা আকর্ষণীয় করতে ক্রেতাদের জন্য রাখা হয়েছে পুরস্কারের ব্যবস্থাও।,এদিকে $ঈদের$ কেনাকাটা আকর্ষণীয় করতে ক্রেতাদের জন্য রাখা হয়েছে পুরস্কারের ব্যবস্থাও।,এদিকে ঈদের কেনাকাটা আকর্ষণীয় করতে ক্রেতাদের জন্য রাখা হয়েছে পুরস্কারের ব্যবস্থাও।,"[6, 7, 8, 9]",0,False,2
হাত উঠিয়ে টান দিতেই সেটা ঝুলে পরল।,হাত উঠিয়ে টান দিতেই সেটা ঝুলে $পরল$।,হাত উঠিয়ে টান দিতেই সেটা ঝুলে পরল।,"[30, 31, 32]",0,False,2
বাম হাত দিয়ে খাবার খেতে নিজেকে স্টান্ডার্ড মনে করেন নাকি ? এই ধরনের কাজ করবেন না,বাম হাত দিয়ে খাবার খেতে নিজেকে $স্টান্ডার্ড$ মনে করেন নাকি$ $? এই ধরনের কাজ করবেন না$$,বাম হাত দিয়ে খাবার খেতে নিজেকে স্টান্ডার্ড মনে করেন নাকি ? এই ধরনের কাজ করবেন না,"[32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 57]",1,False,6
সেখানে গির্জার প্রাঙ্গণে শীলাকে সমাহিত করা হয়।,সেখানে গির্জার প্রাঙ্গণে শীলাকে সমাহিত করা হয়।,সেখানে গির্জার প্রাঙ্গণে শীলাকে সমাহিত করা হয়।,[],0,True,0
তার পরও মানুষের দুর্ভোগ কমাতে মেরামতের কাজ খুব শিগগির শুরু করব।,তার পরও মানুষের দুর্ভোগ কমাতে মেরামতের কাজ খুব শিগগির শুরু করব।,তার পরও মানুষের দুর্ভোগ কমাতে মেরামতের কাজ খুব শিগগির শুরু করব।,[],0,True,0
ভেলমা কেলি আর রক্সি হার্ট।,ভেলমা কেলি আর রক্সি হার্ট।,ভেলমা কেলি আর রক্সি হার্ট।,[],0,True,0
উত্তর দিকে মারিয়ার মধ্যবর্তী অমসৃণ মহাদেশীয় এলাকার নাম ইসিদোরাস।,উত্তর দিকে মারিয়ার মধ্যবর্তী অমসৃণ মহাদেশীয় এলাকার নাম ইসিদোরাস।,উত্তর দিকে মারিয়ার মধ্যবর্তী অমসৃণ মহাদেশীয় এলাকার নাম ইসিদোরাস।,[],0,True,0
"ধারণা করা হচ্ছে, পালানোর সময় হূদেরাগে আক্রান্ত হয়ে তিনি মারা যান।","ধারণা করা হচ্ছে, পালানোর সময় $হূদেরাগে$ আক্রান্ত হয়ে তিনি মারা যান।","ধারণা করা হচ্ছে, পালানোর সময় হূদেরাগে আক্রান্ত হয়ে তিনি মারা যান।","[29, 30, 31, 32, 33, 34, 35, 36]",0,False,2
তবে ক্যামেরাগুলোয় তোলা ছবি জুম করে দেখলে অস্পষ্ট হয়ে যায় এমন অভিযোগ আছে।,তবে ক্যামেরাগুলোয় তোলা ছবি জুম করে দেখলে অস্পষ্ট হয়ে যায় এমন অভিযোগ আছে।,তবে ক্যামেরাগুলোয় তোলা ছবি জুম করে দেখলে অস্পষ্ট হয়ে যায় এমন অভিযোগ আছে।,[],0,True,0
কৃষক শ্রমিক মেহনতী মানুষদেরকে জীবন সংগ্রামের কথা ও বাঁচবার কথা তাঁর নাটকগুলির মুখ্য বিষয় হয়ে উঠেছিল।,কৃষক শ্রমিক মেহনতী $মানুষদেরকে$ জীবন সংগ্রামের কথা ও বাঁচবার কথা তাঁর নাটকগুলির মুখ্য বিষয় হয়ে উঠেছিল।,কৃষক শ্রমিক মেহনতী মানুষদেরকে জীবন সংগ্রামের কথা ও বাঁচবার কথা তাঁর নাটকগুলির মুখ্য বিষয় হয়ে উঠেছিল।,"[19, 20, 21, 22, 23, 24, 25, 26, 27, 28]",0,False,2
যাওয়ার জন্য তৈরি হয়ে নাও।,যাওয়ার জন্য তৈরি হয়ে নাও।,যাওয়ার জন্য তৈরি হয়ে নাও।,[],0,True,0
আমি তোমাকে আঘাত করতে চাই না।,আমি তোমাকে আঘাত করতে চাই না।,আমি তোমাকে আঘাত করতে চাই না।,[],0,True,0
যদি দ্বিগুণ করি তবে কোনো অঘটন ঘটতে পারে!,যদি দ্বিগুণ করি তবে কোনো অঘটন ঘটতে পারে!,যদি দ্বিগুণ করি তবে কোনো অঘটন ঘটতে পারে!,[],0,True,0
"পুরান ঢাকার নান্না বিরয়ানী তে আসবেন , সেখানে তারা মসজিদও , এটা একটা নাম করা মসজিদ সাথে আছে আরমানিটোলা হাই স্কুল এন্ড কলেজ আসেন দেখতে পারবেন ।","পুরান ঢাকার নান্না $বিরয়ানী তে$ আসবেন$ $, সেখানে তারা মসজিদও$$ $,$ এটা একটা $নাম করা$ মসজিদ$$ সাথে আছে আরমানিটোলা হাই স্কুল $এন্ড$ কলেজ$$ আসেন দেখতে পারবেন$ $।","পুরান ঢাকার নান্না বিরয়ানী তে আসবেন , সেখানে তারা মসজিদও , এটা একটা নাম করা মসজিদ সাথে আছে আরমানিটোলা হাই স্কুল এন্ড কলেজ আসেন দেখতে পারবেন ।","[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 35, 57, 68, 69, 70, 71, 72, 73, 74, 112, 113, 114, 115, 139]",3,False,18
বাংলাদেশ আনবিক শক্তি কমিশন প্রতিষ্ঠা করা হয় ১৯৭৩ সালে।,বাংলাদেশ আনবিক শক্তি কমিশন প্রতিষ্ঠা করা হয় ১৯৭৩ সালে।,বাংলাদেশ আনবিক শক্তি কমিশন প্রতিষ্ঠা করা হয় ১৯৭৩ সালে।,[],0,True,0
এটি সাপ্তাহিকভাবে প্রকাশিত হয়।,এটি $সাপ্তাহিকভাবে$ প্রকাশিত হয়।,এটি সাপ্তাহিকভাবে প্রকাশিত হয়।,"[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]",0,False,2
তদন্ত অফিসার: (রুক্ষ স্বরে) ক্লিয়ারেন্স করতে খরচ আছে জানেন?,তদন্ত অফিসার: (রুক্ষ স্বরে) ক্লিয়ারেন্স করতে খরচ আছে জানেন?,তদন্ত অফিসার: (রুক্ষ স্বরে) ক্লিয়ারেন্স করতে খরচ আছে জানেন?,[],0,True,0
যাও ঐদিকে গিয়ে নজর রাখো।,যাও $ঐদিকে$ গিয়ে নজর রাখো।,যাও ঐদিকে গিয়ে নজর রাখো।,"[4, 5, 6, 7, 8]",0,False,2
এ ঘটনা ছিল হযরত আলীর জন্য খুবই হতাশাজনক।,এ ঘটনা ছিল হযরত আলীর জন্য খুবই হতাশাজনক।,এ ঘটনা ছিল হযরত আলীর জন্য খুবই হতাশাজনক।,[],0,True,0
বিসর্জন হওয়ার জন্য কিন্তু তুমি তাই করো যা তোমাকে আরেকটা মেডেল এনে দেবে।,বিসর্জন হওয়ার জন্য কিন্তু তুমি তাই করো যা তোমাকে আরেকটা মেডেল এনে দেবে।,বিসর্জন হওয়ার জন্য কিন্তু তুমি তাই করো যা তোমাকে আরেকটা মেডেল এনে দেবে।,[],0,True,0
"ইংরেজদের সাতগুষ্টির খবর জানি, নিজের বাপ-দাদার খবর রাখি না।","ইংরেজদের সাতগুষ্টির খবর জানি, নিজের বাপ-দাদার খবর রাখি না।","ইংরেজদের সাতগুষ্টির খবর জানি, নিজের বাপ-দাদার খবর রাখি না।",[],0,True,0
মোটামুটি দেখার মত এক পরিস্থিতি।,মোটামুটি দেখার মত এক পরিস্থিতি।,মোটামুটি দেখার মত এক পরিস্থিতি।,[],0,True,0
অধিকাংশ পণ্ডিত ব্যক্তি এই দাবিগুলোকে গুরুত্বের সঙ্গে নেয় না।,অধিকাংশ পণ্ডিত ব্যক্তি এই দাবিগুলোকে গুরুত্বের সঙ্গে নেয় না।,অধিকাংশ পণ্ডিত ব্যক্তি এই দাবিগুলোকে গুরুত্বের সঙ্গে নেয় না।,[],0,True,0
আমার মেয়েকে বাঁচান।,আমার মেয়েকে বাঁচান।,আমার মেয়েকে বাঁচান।,[],0,True,0
তো কি হয়েছে?,তো $কি$ হয়েছে?,তো কি হয়েছে?,"[3, 4]",0,False,2
এসো আমরা আলাদা হয়ে যাই।,এসো আমরা আলাদা হয়ে যাই।,এসো আমরা আলাদা হয়ে যাই।,[],0,True,0
সে নিজেও কি খুব নিঃসঙ্গ?,সে নিজেও কি খুব নিঃসঙ্গ?,সে নিজেও কি খুব নিঃসঙ্গ?,[],0,True,0
জনমানবহীন ভূমি থেকে যে ক্ষীণ আওয়াজ আসছে তা যেন পরিচিত।,জনমানবহীন ভূমি থেকে যে ক্ষীণ আওয়াজ আসছে$$ তা যেন পরিচিত।,জনমানবহীন ভূমি থেকে যে ক্ষীণ আওয়াজ আসছে তা যেন পরিচিত।,[],1,False,2
"কেননা আপনার আরেকটা প্রশ্ন ছিক , যে ড্রেস ছেলেদেরও আছে মেয়েদেরও আছে কিন্তু কেউ পরে না ","কেননা আপনার আরেকটা প্রশ্ন $ছিক$ $,$ যে ড্রেস ছেলেদেরও আছে মেয়েদেরও আছে কিন্তু কেউ পরে না$$ ","কেননা আপনার আরেকটা প্রশ্ন ছিক , যে ড্রেস ছেলেদেরও আছে মেয়েদেরও আছে কিন্তু কেউ পরে না ","[26, 27, 28, 30]",1,False,6
তুমি যা করেছ তার অর্ধেকও আমি পেতে চাই।,তুমি যা করেছ তার অর্ধেকও আমি পেতে চাই।,তুমি যা করেছ তার অর্ধেকও আমি পেতে চাই।,[],0,True,0
"আরও , রানা  , নাতুন  , গান শুনে তে  , চায় ","আরও $,$ $রানা$$ $ $,$ $নাতুন$$ $ $,$ গান $শুনে তে$$ $ $,$ $চায়$$$ ","আরও , রানা  , নাতুন  , গান শুনে তে  , চায় ","[4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 21, 27, 28, 29, 30, 31, 32, 33, 34, 36, 38, 39, 40]",1,False,24
তিন মাস আমার মা জীবন্মৃত অবস্থায় পড়ে ছিলেন বিছানায়।,তিন মাস আমার মা জীবন্মৃত অবস্থায় পড়ে ছিলেন বিছানায়।,তিন মাস আমার মা জীবন্মৃত অবস্থায় পড়ে ছিলেন বিছানায়।,[],0,True,0
ঘটনার পর থেকে শাহীন ও জিয়াসমিন পলাতক।,ঘটনার পর থেকে শাহীন ও জিয়াসমিন পলাতক।,ঘটনার পর থেকে শাহীন ও জিয়াসমিন পলাতক।,[],0,True,0
আর যেন এরকম না হয়।,আর যেন এরকম না হয়।,আর যেন এরকম না হয়।,[],0,True,0
আর মাত্র দশ গজ গেলেই নিষিদ্ধ এলাকায় চলে যাবেন।,আর মাত্র দশ গজ গেলেই নিষিদ্ধ এলাকায় চলে যাবেন।,আর মাত্র দশ গজ গেলেই নিষিদ্ধ এলাকায় চলে যাবেন।,[],0,True,0
"তারপরও যদি নালার প্রয়োজন থাকে, তবে সেখানে নালা তৈরি করে দেওয়া হবে।","তারপরও যদি নালার প্রয়োজন থাকে, তবে সেখানে নালা তৈরি করে দেওয়া হবে।","তারপরও যদি নালার প্রয়োজন থাকে, তবে সেখানে নালা তৈরি করে দেওয়া হবে।",[],0,True,0
"বলো, তারা।","বলো, তারা।","বলো, তারা।",[],0,True,0
বঙ্গবন্ধুর স্বপ্নের বাংলাদেশ গড়ার পথে কতটুকু খরচ করতে হবে?,বঙ্গবন্ধুর স্বপ্নের বাংলাদেশ গড়ার পথে কতটুকু খরচ করতে হবে?,বঙ্গবন্ধুর স্বপ্নের বাংলাদেশ গড়ার পথে কতটুকু খরচ করতে হবে?,[],0,True,0
"তোমার বাড়ির পিছনে পদ্মদিঘি, সেইখানে খিড়কির নির্জন ঘাটে গা ধুয়ে চুল বেঁধেছ।","তোমার বাড়ির $পিছনে$ পদ্মদিঘি, $সেইখানে$ খিড়কির নির্জন ঘাটে গা ধুয়ে চুল বেঁধেছ।","তোমার বাড়ির পিছনে পদ্মদিঘি, সেইখানে খিড়কির নির্জন ঘাটে গা ধুয়ে চুল বেঁধেছ।","[12, 13, 14, 15, 16, 28, 29, 30, 31, 32, 33, 34]",0,False,4
সিস প্রভাব প্রায়ই অষ্টধাতু রূপান্তর ধাতু কমপ্লেক্সগুলিতে দেখা যায়।,সিস প্রভাব প্রায়ই অষ্টধাতু রূপান্তর ধাতু $কমপ্লেক্সগুলিতে$ দেখা যায়।,সিস প্রভাব প্রায়ই অষ্টধাতু রূপান্তর ধাতু কমপ্লেক্সগুলিতে দেখা যায়।,"[42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56]",0,False,2
"কিন্তু মাল্টিভার্সের এই বৃহৎ হিসাব-নিকাশে, তোমার আত্মত্যাগ তোমার জীবনের চেয়েও মূল্যবান।","কিন্তু মাল্টিভার্সের এই বৃহৎ হিসাব-নিকাশে, তোমার আত্মত্যাগ তোমার জীবনের চেয়েও মূল্যবান।","কিন্তু মাল্টিভার্সের এই বৃহৎ হিসাব-নিকাশে, তোমার আত্মত্যাগ তোমার জীবনের চেয়েও মূল্যবান।",[],0,True,0
বলবে ভাইয়া অথচ বলে আঙ্কেল!,বলবে ভাইয়া অথচ বলে আঙ্কেল!,বলবে ভাইয়া অথচ বলে আঙ্কেল!,[],0,True,0
"এই প্রবন্ধের বিষয় ছিল ""ইহুদি প্রশ্ন"" এবংহেগেল।","এই প্রবন্ধের বিষয় ছিল ""ইহুদি প্রশ্ন"" এবং$$হেগেল$$।","এই প্রবন্ধের বিষয় ছিল ""ইহুদি প্রশ্ন"" এবংহেগেল।",[],2,False,4
এমনকি পারিবারিক বিষয়ে তিনি তার সিদ্ধান্ত দেওয়াও বন্ধ করে দিয়েছিলেন একসময়।,এমনকি পারিবারিক বিষয়ে তিনি তার সিদ্ধান্ত দেওয়াও বন্ধ করে দিয়েছিলেন একসময়।,এমনকি পারিবারিক বিষয়ে তিনি তার সিদ্ধান্ত দেওয়াও বন্ধ করে দিয়েছিলেন একসময়।,[],0,True,0
তারপর অনুপ কুমার আর অনুপ কুমারের থেকে পাঁচ বছরের ছোট ছিলেন কিশোর কুমার।,তারপর অনুপ কুমার আর অনুপ কুমারের থেকে পাঁচ বছরের ছোট ছিলেন কিশোর কুমার।,তারপর অনুপ কুমার আর অনুপ কুমারের থেকে পাঁচ বছরের ছোট ছিলেন কিশোর কুমার।,[],0,True,0
পথে শিশুকে বাঁচাতে গিয়ে পাভেলের গাড়িটি নিয়ন্ত্রণ হারিয়ে খাদে পড়ে যায়।,পথে শিশুকে বাঁচাতে গিয়ে পাভেলের গাড়িটি নিয়ন্ত্রণ হারিয়ে খাদে পড়ে যায়।,পথে শিশুকে বাঁচাতে গিয়ে পাভেলের গাড়িটি নিয়ন্ত্রণ হারিয়ে খাদে পড়ে যায়।,[],0,True,0
অন্য কেন্দ্রগুলোতে এজেন্ট ছিলেন।,অন্য কেন্দ্রগুলোতে এজেন্ট ছিলেন।,অন্য কেন্দ্রগুলোতে এজেন্ট ছিলেন।,[],0,True,0
আমি চাই আমি জানি একটি তথ্যচিত্র যা সাংহাইয়ের পরিবর্তিত চেহারাকে তুলে ধরছে।,আমি চাই আমি জানি একটি তথ্যচিত্র যা সাংহাইয়ের পরিবর্তিত চেহারাকে তুলে ধরছে।,আমি চাই আমি জানি একটি তথ্যচিত্র যা সাংহাইয়ের পরিবর্তিত চেহারাকে তুলে ধরছে।,[],0,True,0
